Bureau of Meteorology station number,Location,Latitude,Longitude,Product code,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality,Date,Rainfall category
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,5,16,0.0,1.0,N,2016-05-16,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,5,17,7.6,1.0,N,2016-05-17,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,5,18,0.0,1.0,N,2016-05-18,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,5,19,0.0,1.0,N,2016-05-19,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,5,20,4.0,1.0,Y,2016-05-20,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,5,21,0.0,1.0,N,2016-05-21,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,5,22,0.0,1.0,N,2016-05-22,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,5,23,7.6,1.0,N,2016-05-23,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,5,24,6.8,1.0,N,2016-05-24,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,5,25,0.0,1.0,N,2016-05-25,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,5,26,5.0,1.0,N,2016-05-26,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,5,27,12.8,1.0,N,2016-05-27,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,5,28,0.4,1.0,N,2016-05-28,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,5,29,5.4,1.0,N,2016-05-29,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,5,30,0.0,1.0,N,2016-05-30,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,5,31,0.0,1.0,N,2016-05-31,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,1,0.0,1.0,N,2016-06-01,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,2,0.4,1.0,N,2016-06-02,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,3,0.2,1.0,N,2016-06-03,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,4,1.0,1.0,N,2016-06-04,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,5,1.8,1.0,N,2016-06-05,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,6,1.2,1.0,N,2016-06-06,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,7,0.2,1.0,N,2016-06-07,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,8,6.2,1.0,N,2016-06-08,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,9,6.2,1.0,N,2016-06-09,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,10,6.2,1.0,N,2016-06-10,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,11,16.2,1.0,N,2016-06-11,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,12,3.8,1.0,N,2016-06-12,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,13,0.0,1.0,N,2016-06-13,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,14,0.0,1.0,N,2016-06-14,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,15,0.0,1.0,N,2016-06-15,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,16,0.0,1.0,N,2016-06-16,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,17,3.4,1.0,N,2016-06-17,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,18,4.4,1.0,N,2016-06-18,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,19,0.0,1.0,N,2016-06-19,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,20,0.8,1.0,N,2016-06-20,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,21,3.0,1.0,N,2016-06-21,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,22,0.0,1.0,N,2016-06-22,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,23,0.4,1.0,N,2016-06-23,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,24,9.6,1.0,N,2016-06-24,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,25,11.2,1.0,N,2016-06-25,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,26,0.0,1.0,N,2016-06-26,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,27,0.0,1.0,N,2016-06-27,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,28,0.2,1.0,N,2016-06-28,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,29,0.0,1.0,N,2016-06-29,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,6,30,0.0,1.0,N,2016-06-30,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,1,6.8,1.0,N,2016-07-01,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,2,0.4,1.0,N,2016-07-02,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,3,0.0,1.0,N,2016-07-03,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,4,0.0,1.0,N,2016-07-04,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,5,3.4,1.0,N,2016-07-05,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,6,29.8,1.0,N,2016-07-06,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,7,1.6,1.0,N,2016-07-07,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,8,1.8,1.0,N,2016-07-08,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,9,0.0,1.0,N,2016-07-09,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,10,0.2,1.0,N,2016-07-10,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,11,2.4,1.0,N,2016-07-11,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,12,0.2,1.0,N,2016-07-12,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,13,6.0,1.0,N,2016-07-13,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,14,4.0,1.0,N,2016-07-14,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,15,0.0,1.0,N,2016-07-15,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,16,0.2,1.0,N,2016-07-16,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,17,0.0,1.0,N,2016-07-17,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,18,0.2,1.0,N,2016-07-18,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,19,0.0,1.0,N,2016-07-19,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,20,0.0,1.0,N,2016-07-20,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,21,0.2,1.0,N,2016-07-21,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,22,13.6,1.0,N,2016-07-22,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,23,9.2,1.0,N,2016-07-23,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,24,10.0,1.0,N,2016-07-24,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,25,0.0,1.0,N,2016-07-25,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,26,6.6,1.0,N,2016-07-26,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,27,1.2,1.0,N,2016-07-27,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,28,0.2,1.0,N,2016-07-28,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,29,0.0,1.0,N,2016-07-29,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,30,2.2,1.0,N,2016-07-30,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,7,31,1.2,1.0,N,2016-07-31,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,1,0.0,1.0,N,2016-08-01,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,2,9.0,1.0,N,2016-08-02,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,3,0.2,1.0,N,2016-08-03,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,4,0.2,1.0,N,2016-08-04,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,5,0.0,1.0,N,2016-08-05,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,6,0.0,1.0,N,2016-08-06,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,7,0.0,1.0,N,2016-08-07,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,8,0.0,1.0,N,2016-08-08,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,9,0.0,1.0,N,2016-08-09,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,10,0.8,1.0,N,2016-08-10,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,11,5.0,1.0,N,2016-08-11,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,12,0.0,1.0,N,2016-08-12,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,13,3.2,1.0,N,2016-08-13,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,14,0.2,1.0,N,2016-08-14,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,15,0.0,1.0,N,2016-08-15,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,16,0.0,1.0,N,2016-08-16,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,17,0.2,1.0,N,2016-08-17,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,18,0.2,1.0,N,2016-08-18,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,19,0.0,1.0,N,2016-08-19,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,20,6.8,1.0,N,2016-08-20,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,21,7.6,1.0,N,2016-08-21,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,22,6.0,1.0,N,2016-08-22,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,23,0.2,1.0,N,2016-08-23,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,24,0.0,1.0,N,2016-08-24,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,25,2.0,1.0,N,2016-08-25,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,26,3.4,1.0,N,2016-08-26,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,27,0.0,1.0,N,2016-08-27,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,28,0.0,1.0,N,2016-08-28,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,29,0.2,1.0,N,2016-08-29,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,30,0.0,1.0,N,2016-08-30,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,8,31,1.8,1.0,N,2016-08-31,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,1,0.2,1.0,N,2016-09-01,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,2,0.0,1.0,N,2016-09-02,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,3,0.2,1.0,N,2016-09-03,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,4,0.0,1.0,N,2016-09-04,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,5,0.2,1.0,N,2016-09-05,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,6,0.0,1.0,N,2016-09-06,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,7,0.0,1.0,N,2016-09-07,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,8,0.0,1.0,N,2016-09-08,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,9,1.4,1.0,N,2016-09-09,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,10,5.4,1.0,N,2016-09-10,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,11,0.0,1.0,N,2016-09-11,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,12,8.8,1.0,N,2016-09-12,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,13,5.6,1.0,N,2016-09-13,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,14,15.6,1.0,N,2016-09-14,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,15,2.8,1.0,N,2016-09-15,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,16,0.0,1.0,N,2016-09-16,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,17,0.0,1.0,N,2016-09-17,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,18,1.4,1.0,N,2016-09-18,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,19,1.0,1.0,N,2016-09-19,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,20,0.0,1.0,N,2016-09-20,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,21,0.0,1.0,N,2016-09-21,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,22,1.4,1.0,N,2016-09-22,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,23,0.0,1.0,N,2016-09-23,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,24,0.0,1.0,N,2016-09-24,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,25,1.8,1.0,N,2016-09-25,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,26,0.0,1.0,N,2016-09-26,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,27,6.8,1.0,N,2016-09-27,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,28,1.4,1.0,N,2016-09-28,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,29,5.2,1.0,N,2016-09-29,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,9,30,3.4,1.0,N,2016-09-30,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,1,0.4,1.0,N,2016-10-01,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,2,1.0,1.0,N,2016-10-02,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,3,11.0,1.0,N,2016-10-03,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,4,1.2,1.0,N,2016-10-04,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,5,0.8,1.0,N,2016-10-05,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,6,0.8,1.0,N,2016-10-06,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,7,0.0,1.0,N,2016-10-07,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,8,0.0,1.0,N,2016-10-08,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,9,0.0,1.0,N,2016-10-09,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,10,7.0,1.0,N,2016-10-10,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,11,8.4,1.0,N,2016-10-11,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,12,3.2,1.0,N,2016-10-12,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,13,3.8,1.0,N,2016-10-13,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,14,0.0,1.0,N,2016-10-14,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,15,0.0,1.0,N,2016-10-15,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,16,0.0,1.0,N,2016-10-16,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,17,17.0,1.0,N,2016-10-17,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,18,4.2,1.0,N,2016-10-18,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,19,2.8,1.0,N,2016-10-19,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,20,0.0,1.0,N,2016-10-20,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,21,0.0,1.0,N,2016-10-21,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,22,18.4,1.0,N,2016-10-22,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,23,3.2,1.0,N,2016-10-23,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,24,0.2,1.0,N,2016-10-24,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,25,0.0,1.0,N,2016-10-25,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,27,0.2,1.0,N,2016-10-27,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,28,0.2,1.0,N,2016-10-28,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,29,0.0,1.0,N,2016-10-29,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,30,0.2,1.0,N,2016-10-30,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,10,31,0.8,1.0,N,2016-10-31,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,1,1.2,1.0,N,2016-11-01,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,2,3.0,1.0,N,2016-11-02,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,3,0.2,1.0,N,2016-11-03,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,4,0.0,1.0,N,2016-11-04,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,5,4.0,1.0,N,2016-11-05,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,6,3.0,1.0,N,2016-11-06,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,7,0.2,1.0,N,2016-11-07,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,8,1.0,1.0,N,2016-11-08,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,9,0.0,1.0,N,2016-11-09,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,10,0.0,1.0,N,2016-11-10,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,11,0.0,1.0,N,2016-11-11,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,12,0.0,1.0,N,2016-11-12,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,13,3.2,1.0,N,2016-11-13,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,14,4.8,1.0,N,2016-11-14,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,15,0.0,1.0,N,2016-11-15,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,16,0.6,1.0,N,2016-11-16,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,17,0.2,1.0,N,2016-11-17,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,18,0.0,1.0,N,2016-11-18,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,19,0.0,1.0,N,2016-11-19,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,20,0.0,1.0,N,2016-11-20,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,21,0.0,1.0,N,2016-11-21,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,22,6.4,1.0,N,2016-11-22,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,23,1.2,1.0,N,2016-11-23,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,24,4.6,1.0,N,2016-11-24,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,25,2.8,1.0,N,2016-11-25,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,26,0.2,1.0,N,2016-11-26,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,27,0.2,1.0,N,2016-11-27,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,28,0.0,1.0,N,2016-11-28,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,29,0.2,1.0,N,2016-11-29,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,11,30,0.0,1.0,N,2016-11-30,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,1,0.0,1.0,N,2016-12-01,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,2,0.0,1.0,N,2016-12-02,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,3,0.0,1.0,N,2016-12-03,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,4,0.0,1.0,N,2016-12-04,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,5,0.0,1.0,N,2016-12-05,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,6,0.0,1.0,N,2016-12-06,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,7,0.0,1.0,N,2016-12-07,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,8,9.6,1.0,N,2016-12-08,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,9,7.2,1.0,N,2016-12-09,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,10,0.0,1.0,N,2016-12-10,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,11,0.0,1.0,N,2016-12-11,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,12,0.0,1.0,N,2016-12-12,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,13,0.0,1.0,N,2016-12-13,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,14,0.0,1.0,N,2016-12-14,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,15,0.0,1.0,N,2016-12-15,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,16,0.0,1.0,N,2016-12-16,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,17,0.0,1.0,N,2016-12-17,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,18,1.0,1.0,N,2016-12-18,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,19,0.0,1.0,N,2016-12-19,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,20,1.6,1.0,N,2016-12-20,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,21,0.2,1.0,N,2016-12-21,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,22,0.0,1.0,N,2016-12-22,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,23,0.0,1.0,N,2016-12-23,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,24,0.0,1.0,N,2016-12-24,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,25,0.0,1.0,N,2016-12-25,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,26,0.0,1.0,N,2016-12-26,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,27,0.4,1.0,N,2016-12-27,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,28,2.4,1.0,N,2016-12-28,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,29,1.2,1.0,N,2016-12-29,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,30,10.4,1.0,N,2016-12-30,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2016,12,31,0.2,1.0,N,2016-12-31,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,1,0.0,1.0,N,2017-01-01,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,2,0.6,1.0,N,2017-01-02,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,3,0.0,1.0,N,2017-01-03,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,4,0.0,1.0,N,2017-01-04,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,5,0.0,1.0,N,2017-01-05,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,6,0.0,1.0,N,2017-01-06,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,7,0.0,1.0,N,2017-01-07,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,8,0.0,1.0,N,2017-01-08,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,9,0.0,1.0,N,2017-01-09,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,10,0.0,1.0,N,2017-01-10,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,11,0.0,1.0,N,2017-01-11,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,12,0.0,1.0,N,2017-01-12,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,13,0.0,1.0,N,2017-01-13,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,14,8.8,1.0,N,2017-01-14,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,15,0.4,1.0,N,2017-01-15,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,16,0.0,1.0,N,2017-01-16,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,17,0.0,1.0,N,2017-01-17,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,18,0.0,1.0,N,2017-01-18,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,19,0.0,1.0,N,2017-01-19,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,20,18.4,1.0,N,2017-01-20,1
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,21,0.0,1.0,N,2017-01-21,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,22,0.0,1.0,N,2017-01-22,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,23,0.0,1.0,N,2017-01-23,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,24,0.2,1.0,N,2017-01-24,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,25,0.2,1.0,N,2017-01-25,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,26,0.0,1.0,N,2017-01-26,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,27,0.0,1.0,N,2017-01-27,0
86373,Phillip Island,-38.46,145.31,IDCJAC0009,2017,1,28,0.0,1.0,N,2017-01-28,0
